timestamp,run,repetition,task,model,exit_code,correct,duration_seconds,used_5h_before,used_5h_after,delta_5h,reset_5h,used_weekly_before,used_weekly_after,delta_weekly,reset_weekly,input_tokens,cached_input_tokens,uncached_input_tokens,output_tokens,reasoning_output_tokens,command_executions,agent_messages,event_count,parse_errors,thread_id,rate_snapshot_count,rate_coherent_count,rate_ambiguous,rate_reset_pairs,rate_session_file,rate_session_match_count,resolved_model,resolved_effort,cli_version,session_id,model_context_window,fresh_read_ok,fresh_read_error,fresh_settle_seconds,fresh_limit_id,fresh_used_5h,fresh_used_weekly,fresh_reset_5h,fresh_reset_weekly,fresh_window_matches_inrun,fresh_vs_inrun_5h,fresh_vs_inrun_weekly,fresh_delta_5h,fresh_delta_weekly,fresh_reset_credit_count,answer,model_verified,tool_count_expected,message_count_expected,model_calls_expected,input_token_in_expected_band,quota_valid,telemetry_valid
2026-07-12T03:46:04.029523+00:00,1,1,aggregate,gpt-5.6-sol,0,True,8.291,38.0,40.0,2.0,1783843892,38.0,39.0,1.0,1784393379,27639,13056,14583,227,91,1,1,6,0,019f546e-6b45-7601-a1aa-ca2a115e2e75,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-45-50-019f546e-6b45-7601-a1aa-ca2a115e2e75.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f546e-6b45-7601-a1aa-ca2a115e2e75,353400,True,,5,codex,42,39,1783843893,1784393379,True,2.0,0.0,,,3,"{""task_id"":""aggregate-v1"",""answer"":[""north|23|31785|B"",""south|28|50584|D"",""west|21|44336|B""]}",True,True,True,True,True,True,True
2026-07-12T03:46:26.022080+00:00,2,1,aggregate,gpt-5.6-sol,0,True,8.176,40.0,42.0,2.0,1783843892,39.0,39.0,0.0,1784393379,27638,13056,14582,229,93,1,1,6,0,019f546e-c0ac-7790-b50d-73505f0dd137,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-46-12-019f546e-c0ac-7790-b50d-73505f0dd137.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f546e-c0ac-7790-b50d-73505f0dd137,353400,True,,5,codex,1,3,1783845986,1784403963,False,-41.0,-36.0,,,3,"{""task_id"":""aggregate-v1"",""answer"":[""north|23|31785|B"",""south|28|50584|D"",""west|21|44336|B""]}",True,True,True,True,True,True,True
2026-07-12T03:46:49.201026+00:00,3,1,aggregate,gpt-5.5,0,True,9.328,42.0,45.0,3.0,1783843892,39.0,39.0,0.0,1784393379,27831,15616,12215,289,162,1,1,6,0,019f546f-16e3-7aa2-950e-3e5910ea3b58,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-46-34-019f546f-16e3-7aa2-950e-3e5910ea3b58.jsonl,1,gpt-5.5,medium,0.144.0,019f546f-16e3-7aa2-950e-3e5910ea3b58,258400,True,,5,codex,46,39,1783843892,1784393379,True,1.0,0.0,,,3,"{""task_id"":""aggregate-v1"",""answer"":[""north|23|31785|B"",""south|28|50584|D"",""west|21|44336|B""]}",True,True,True,True,True,True,True
2026-07-12T03:47:12.286394+00:00,4,1,aggregate,gpt-5.5,0,True,9.08,45.0,46.0,1.0,1783843892,39.0,39.0,0.0,1784393379,27760,15104,12656,302,175,1,1,6,0,019f546f-714f-79a0-a27d-fd06d356daf7,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-46-57-019f546f-714f-79a0-a27d-fd06d356daf7.jsonl,1,gpt-5.5,medium,0.144.0,019f546f-714f-79a0-a27d-fd06d356daf7,258400,True,,5,codex,47,40,1783843893,1784393379,True,1.0,1.0,1,1,3,"{""task_id"":""aggregate-v1"",""answer"":[""north|23|31785|B"",""south|28|50584|D"",""west|21|44336|B""]}",True,True,True,True,True,True,True
2026-07-12T03:47:37.424476+00:00,5,1,dependencies,gpt-5.5,0,True,10.317,46.0,46.0,0.0,1783843892,39.0,39.0,0.0,1784393379,27543,26368,1175,382,260,1,1,6,0,019f546f-cb73-74a2-b0dd-3f41ff99a22a,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-47-20-019f546f-cb73-74a2-b0dd-3f41ff99a22a.jsonl,1,gpt-5.5,medium,0.144.0,019f546f-cb73-74a2-b0dd-3f41ff99a22a,258400,True,,5,codex,47,40,1783843893,1784393380,True,1.0,1.0,0,0,3,"{""task_id"":""dependencies-v1"",""answer"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""I"",""J"",""K"",""O""]}",True,True,True,True,True,True,True
2026-07-12T03:48:01.205913+00:00,6,1,dependencies,gpt-5.5,0,True,9.881,46.0,46.0,0.0,1783843892,39.0,39.0,0.0,1784393379,27556,26368,1188,328,206,1,1,6,0,019f5470-2db8-7cd3-9643-02baecbc7789,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-47-45-019f5470-2db8-7cd3-9643-02baecbc7789.jsonl,1,gpt-5.5,medium,0.144.0,019f5470-2db8-7cd3-9643-02baecbc7789,258400,True,,5,codex,47,40,1783843892,1784393379,True,1.0,1.0,0,0,3,"{""task_id"":""dependencies-v1"",""answer"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""I"",""J"",""K"",""O""]}",True,True,True,True,True,True,True
2026-07-12T03:48:26.729336+00:00,7,1,dependencies,gpt-5.6-sol,0,True,11.455,46.0,46.0,0.0,1783843892,39.0,39.0,0.0,1784393379,27511,26112,1399,382,206,1,2,7,0,019f5470-8a9f-7210-bcb0-44e4ac0740ea,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-48-09-019f5470-8a9f-7210-bcb0-44e4ac0740ea.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f5470-8a9f-7210-bcb0-44e4ac0740ea,353400,True,,5,codex,47,40,1783843893,1784393380,True,1.0,1.0,0,0,3,"{""task_id"":""dependencies-v1"",""answer"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""I"",""J"",""K"",""O""]}",True,True,True,True,True,True,True
2026-07-12T03:48:54.995425+00:00,8,1,dependencies,gpt-5.6-sol,0,True,14.292,46.0,46.0,0.0,1783843892,39.0,39.0,0.0,1784393379,27462,26112,1350,279,106,1,2,7,0,019f5470-ee4a-77e1-95ca-0315da91892d,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-48-35-019f5470-ee4a-77e1-95ca-0315da91892d.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f5470-ee4a-77e1-95ca-0315da91892d,353400,True,,5,codex,47,40,1783843893,1784393379,True,1.0,1.0,0,0,3,"{""task_id"":""dependencies-v1"",""answer"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""I"",""J"",""K"",""O""]}",True,True,True,True,True,True,True
2026-07-12T03:49:24.819637+00:00,9,1,schedule,gpt-5.6-sol,0,True,15.918,46.0,47.0,1.0,1783843892,39.0,39.0,0.0,1784393379,27507,26112,1395,426,296,1,1,6,0,019f5471-5cc1-7fe0-b77f-6f13aa30fc8b,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-49-03-019f5471-5cc1-7fe0-b77f-6f13aa30fc8b.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f5471-5cc1-7fe0-b77f-6f13aa30fc8b,353400,True,,5,codex,48,40,1783843893,1784393379,True,1.0,1.0,1,0,3,"{""task_id"":""schedule-v1"",""answer"":[""J01"",""J03"",""J05"",""J09"",""J12"",""J14"",""J16""]}",True,True,True,True,True,True,True
2026-07-12T03:49:58.250045+00:00,10,1,schedule,gpt-5.6-sol,0,True,19.077,47.0,47.0,0.0,1783843892,39.0,40.0,1.0,1784393379,27510,26112,1398,658,528,1,1,6,0,019f5471-d147-7481-9cc7-950ce00be553,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-49-33-019f5471-d147-7481-9cc7-950ce00be553.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f5471-d147-7481-9cc7-950ce00be553,353400,True,,5,codex,1,3,1783846198,1784403963,False,-46.0,-37.0,,,3,"{""task_id"":""schedule-v1"",""answer"":[""J01"",""J03"",""J05"",""J09"",""J12"",""J14"",""J16""]}",True,True,True,True,True,True,True
2026-07-12T03:50:27.413029+00:00,11,1,schedule,gpt-5.5,0,True,15.21,47.0,47.0,0.0,1783843892,40.0,40.0,0.0,1784393379,27600,15104,12496,641,516,1,1,6,0,019f5472-53e3-79c3-9534-6df27c271c5e,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-50-06-019f5472-53e3-79c3-9534-6df27c271c5e.jsonl,1,gpt-5.5,medium,0.144.0,019f5472-53e3-79c3-9534-6df27c271c5e,258400,True,,5,codex,48,40,1783843893,1784393379,True,1.0,0.0,,,3,"{""task_id"":""schedule-v1"",""answer"":[""J01"",""J03"",""J05"",""J09"",""J12"",""J14"",""J16""]}",True,True,True,True,True,True,True
2026-07-12T03:50:57.036956+00:00,12,1,schedule,gpt-5.5,0,False,15.648,47.0,48.0,1.0,1783843892,40.0,40.0,0.0,1784393379,27618,15104,12514,653,532,1,1,6,0,019f5472-c639-7323-be5f-0aafe96f0ea1,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-50-35-019f5472-c639-7323-be5f-0aafe96f0ea1.jsonl,1,gpt-5.5,medium,0.144.0,019f5472-c639-7323-be5f-0aafe96f0ea1,258400,True,,5,codex,49,40,1783843893,1784393380,True,1.0,0.0,1,0,3,"{""task_id"":""schedule-v1"",""answer"":[""J01"",""J03"",""J05"",""J10"",""J12"",""J14"",""J16""]}",True,True,True,True,True,True,True
