timestamp,run,repetition,task,model,exit_code,correct,duration_seconds,used_5h_before,used_5h_after,delta_5h,reset_5h,used_weekly_before,used_weekly_after,delta_weekly,reset_weekly,input_tokens,cached_input_tokens,uncached_input_tokens,output_tokens,reasoning_output_tokens,command_executions,agent_messages,event_count,parse_errors,thread_id,rate_snapshot_count,rate_coherent_count,rate_ambiguous,rate_reset_pairs,rate_session_file,rate_session_match_count,resolved_model,resolved_effort,cli_version,session_id,model_context_window,answer,model_verified,tool_count_expected,message_count_expected,model_calls_expected,input_token_in_expected_band,quota_valid,telemetry_valid
2026-07-11T23:24:23.821885+00:00,1,1,aggregate,gpt-5.6-sol,0,True,9.224,66.0,67.0,1.0,1783825346,28.0,28.0,0.0,1784393379,27646,26112,1534,234,98,1,1,6,0,019f537e-effc-7ba3-adba-e6d956cf8ab4,2,2,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T01-24-15-019f537e-effc-7ba3-adba-e6d956cf8ab4.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f537e-effc-7ba3-adba-e6d956cf8ab4,353400,"{""task_id"":""aggregate-v1"",""answer"":[""north|23|31785|B"",""south|28|50584|D"",""west|21|44336|B""]}",True,True,True,True,True,True,True
2026-07-11T23:24:40.880319+00:00,2,1,aggregate,gpt-5.6-sol,0,True,8.968,67.0,68.0,1.0,1783825346,28.0,28.0,0.0,1784393379,27694,26112,1582,283,89,1,2,7,0,019f537f-2fcc-74b1-95b0-08ae54a59e14,2,2,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T01-24-32-019f537f-2fcc-74b1-95b0-08ae54a59e14.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f537f-2fcc-74b1-95b0-08ae54a59e14,353400,"{""task_id"":""aggregate-v1"",""answer"":[""north|23|31785|B"",""south|28|50584|D"",""west|21|44336|B""]}",True,True,True,True,True,True,True
2026-07-11T23:24:57.603178+00:00,3,1,aggregate,gpt-5.5,0,True,8.651,68.0,70.0,2.0,1783825346,28.0,28.0,0.0,1784393379,27757,26368,1389,283,156,1,1,6,0,019f537f-722c-7ef1-906c-19fed6d7d1c6,2,2,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T01-24-49-019f537f-722c-7ef1-906c-19fed6d7d1c6.jsonl,1,gpt-5.5,medium,0.144.0,019f537f-722c-7ef1-906c-19fed6d7d1c6,258400,"{""task_id"":""aggregate-v1"",""answer"":[""north|23|31785|B"",""south|28|50584|D"",""west|21|44336|B""]}",True,True,True,True,True,True,True
2026-07-11T23:25:17.339104+00:00,4,1,aggregate,gpt-5.5,0,True,11.641,70.0,71.0,1.0,1783825346,28.0,29.0,1.0,1784393379,27836,15616,12220,351,224,1,1,6,0,019f537f-b3da-7da3-8285-b49b98185cc9,2,2,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T01-25-05-019f537f-b3da-7da3-8285-b49b98185cc9.jsonl,1,gpt-5.5,medium,0.144.0,019f537f-b3da-7da3-8285-b49b98185cc9,258400,"{""task_id"":""aggregate-v1"",""answer"":[""north|23|31785|B"",""south|28|50584|D"",""west|21|44336|B""]}",True,True,True,True,True,True,True
2026-07-11T23:25:44.510650+00:00,5,1,dependencies,gpt-5.5,0,True,19.057,71.0,71.0,0.0,1783825346,29.0,29.0,0.0,1784393379,27552,15104,12448,354,232,1,1,6,0,019f5380-00db-7740-8ed3-6f491ae5a4f4,2,2,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T01-25-25-019f5380-00db-7740-8ed3-6f491ae5a4f4.jsonl,1,gpt-5.5,medium,0.144.0,019f5380-00db-7740-8ed3-6f491ae5a4f4,258400,"{""task_id"":""dependencies-v1"",""answer"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""I"",""J"",""K"",""O""]}",True,True,True,True,True,True,True
2026-07-11T23:26:01.182130+00:00,6,1,dependencies,gpt-5.5,0,True,8.551,71.0,72.0,1.0,1783825346,29.0,29.0,0.0,1784393379,27556,15104,12452,268,146,1,1,6,0,019f5380-6afd-72d2-b458-aa2934df6507,2,2,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T01-25-52-019f5380-6afd-72d2-b458-aa2934df6507.jsonl,1,gpt-5.5,medium,0.144.0,019f5380-6afd-72d2-b458-aa2934df6507,258400,"{""task_id"":""dependencies-v1"",""answer"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""I"",""J"",""K"",""O""]}",True,True,True,True,True,True,True
2026-07-11T23:26:18.394308+00:00,7,1,dependencies,gpt-5.6-sol,0,True,9.112,72.0,72.0,0.0,1783825346,29.0,29.0,0.0,1784393379,27435,26112,1323,280,149,1,1,6,0,019f5380-ac1a-7401-8c96-1847bdd1a9d5,2,2,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T01-26-09-019f5380-ac1a-7401-8c96-1847bdd1a9d5.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f5380-ac1a-7401-8c96-1847bdd1a9d5,353400,"{""task_id"":""dependencies-v1"",""answer"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""I"",""J"",""K"",""O""]}",True,True,True,True,True,True,True
2026-07-11T23:26:40.887624+00:00,8,1,dependencies,gpt-5.6-sol,0,True,14.394,72.0,73.0,1.0,1783825346,29.0,29.0,0.0,1784393379,27431,13056,14375,261,131,1,1,6,0,019f5380-ef60-7361-9d6d-f9675d2b9b28,2,2,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T01-26-26-019f5380-ef60-7361-9d6d-f9675d2b9b28.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f5380-ef60-7361-9d6d-f9675d2b9b28,353400,"{""task_id"":""dependencies-v1"",""answer"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""I"",""J"",""K"",""O""]}",True,True,True,True,True,True,True
2026-07-11T23:27:05.145396+00:00,9,1,schedule,gpt-5.6-sol,0,True,16.149,73.0,73.0,0.0,1783825346,29.0,29.0,0.0,1784393379,27512,13056,14456,482,352,1,1,6,0,019f5381-4720-7c61-b67b-7732c455b896,2,2,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T01-26-49-019f5381-4720-7c61-b67b-7732c455b896.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f5381-4720-7c61-b67b-7732c455b896,353400,"{""task_id"":""schedule-v1"",""answer"":[""J01"",""J03"",""J05"",""J09"",""J12"",""J14"",""J16""]}",True,True,True,True,True,True,True
2026-07-11T23:27:23.830033+00:00,10,1,schedule,gpt-5.6-sol,0,False,10.567,73.0,73.0,0.0,1783825346,29.0,29.0,0.0,1784393379,27506,26112,1394,345,215,1,1,6,0,019f5381-a5fb-7ab1-bbe0-ff6497f9cdd1,2,2,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T01-27-13-019f5381-a5fb-7ab1-bbe0-ff6497f9cdd1.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f5381-a5fb-7ab1-bbe0-ff6497f9cdd1,353400,"{""task_id"":""schedule-v1"",""answer"":[""J01"",""J03"",""J05"",""J10"",""J12"",""J14"",""J16""]}",True,True,True,True,True,True,True
