timestamp,run,repetition,task,model,exit_code,correct,duration_seconds,used_5h_before,used_5h_after,delta_5h,reset_5h,used_weekly_before,used_weekly_after,delta_weekly,reset_weekly,input_tokens,cached_input_tokens,uncached_input_tokens,output_tokens,reasoning_output_tokens,command_executions,agent_messages,event_count,parse_errors,thread_id,rate_snapshot_count,rate_coherent_count,rate_ambiguous,rate_reset_pairs,rate_session_file,rate_session_match_count,resolved_model,resolved_effort,cli_version,session_id,model_context_window,fresh_read_ok,fresh_read_error,fresh_settle_seconds,fresh_limit_id,fresh_used_5h,fresh_used_weekly,fresh_reset_5h,fresh_reset_weekly,fresh_window_matches_inrun,fresh_vs_inrun_5h,fresh_vs_inrun_weekly,fresh_delta_5h,fresh_delta_weekly,fresh_reset_credit_count,answer,model_verified,tool_count_expected,message_count_expected,model_calls_expected,input_token_in_expected_band,quota_valid,telemetry_valid
2026-07-12T03:26:02.602339+00:00,1,1,aggregate,gpt-5.5,0,True,11.93,20.0,21.0,1.0,1783843892,35.0,36.0,1.0,1784393379,27766,23296,4470,404,277,1,1,6,0,019f545c-0732-7f40-b475-3b0148176993,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-25-45-019f545c-0732-7f40-b475-3b0148176993.jsonl,1,gpt-5.5,medium,0.144.0,019f545c-0732-7f40-b475-3b0148176993,258400,True,,5,codex,23,36,1783843893,1784393379,True,2.0,0.0,,,3,"{""task_id"":""aggregate-v1"",""answer"":[""north|23|31785|B"",""south|28|50584|D"",""west|21|44336|B""]}",True,True,True,True,True,True,True
2026-07-12T03:26:28.439454+00:00,2,1,aggregate,gpt-5.5,0,True,12.0,21.0,23.0,2.0,1783843892,36.0,36.0,0.0,1784393379,27753,15104,12649,406,279,1,1,6,0,019f545c-6bb1-7820-a9db-2ab8f7744520,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-26-10-019f545c-6bb1-7820-a9db-2ab8f7744520.jsonl,1,gpt-5.5,medium,0.144.0,019f545c-6bb1-7820-a9db-2ab8f7744520,258400,True,,5,codex,26,36,1783843892,1784393379,True,3.0,0.0,3,0,3,"{""task_id"":""aggregate-v1"",""answer"":[""north|23|31785|B"",""south|28|50584|D"",""west|21|44336|B""]}",True,True,True,True,True,True,True
2026-07-12T03:26:53.242580+00:00,3,1,aggregate,gpt-5.6-sol,0,True,10.908,23.0,26.0,3.0,1783843892,36.0,36.0,0.0,1784393379,27678,13056,14622,269,93,1,2,7,0,019f545c-d0c0-7af2-b0b4-8e6c16a8fc8d,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-26-36-019f545c-d0c0-7af2-b0b4-8e6c16a8fc8d.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f545c-d0c0-7af2-b0b4-8e6c16a8fc8d,353400,True,,5,codex,27,36,1783843893,1784393379,True,1.0,0.0,1,0,3,"{""task_id"":""aggregate-v1"",""answer"":[""north|23|31785|B"",""south|28|50584|D"",""west|21|44336|B""]}",True,True,True,True,True,True,True
2026-07-12T03:27:15.583810+00:00,4,1,aggregate,gpt-5.6-sol,0,True,8.471,26.0,27.0,1.0,1783843892,36.0,36.0,0.0,1784393379,27639,13056,14583,232,96,1,1,6,0,019f545d-31a7-79c1-b069-ed1ea1d2a1da,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-27-01-019f545d-31a7-79c1-b069-ed1ea1d2a1da.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f545d-31a7-79c1-b069-ed1ea1d2a1da,353400,True,,5,codex,28,37,1783843893,1784393379,True,1.0,1.0,1,1,3,"{""task_id"":""aggregate-v1"",""answer"":[""north|23|31785|B"",""south|28|50584|D"",""west|21|44336|B""]}",True,True,True,True,True,True,True
2026-07-12T03:27:42.372224+00:00,5,1,dependencies,gpt-5.6-sol,0,True,12.897,27.0,27.0,0.0,1783843892,36.0,36.0,0.0,1784393379,27457,26112,1345,301,133,1,2,7,0,019f545d-8901-71f2-96c2-4c21340af903,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-27-23-019f545d-8901-71f2-96c2-4c21340af903.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f545d-8901-71f2-96c2-4c21340af903,353400,True,,5,codex,28,37,1783843892,1784393379,True,1.0,1.0,0,0,3,"{""task_id"":""dependencies-v1"",""answer"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""I"",""J"",""K"",""O""]}",True,True,True,True,True,True,True
2026-07-12T03:28:06.350553+00:00,6,1,dependencies,gpt-5.6-sol,0,True,10.128,27.0,27.0,0.0,1783843892,36.0,36.0,0.0,1784393379,27461,26112,1349,307,135,1,2,7,0,019f545d-f1a2-7e80-88dc-bd9b75bd0565,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-27-50-019f545d-f1a2-7e80-88dc-bd9b75bd0565.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f545d-f1a2-7e80-88dc-bd9b75bd0565,353400,True,,5,codex,28,37,1783843892,1784393379,True,1.0,1.0,0,0,3,"{""task_id"":""dependencies-v1"",""answer"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""I"",""J"",""K"",""O""]}",True,True,True,True,True,True,True
2026-07-12T03:28:30.786594+00:00,7,1,dependencies,gpt-5.5,0,True,10.335,27.0,27.0,0.0,1783843892,36.0,37.0,1.0,1784393379,27551,15104,12447,349,221,1,1,6,0,019f545e-4f43-7b33-91d1-4c5efbd842bf,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-28-14-019f545e-4f43-7b33-91d1-4c5efbd842bf.jsonl,1,gpt-5.5,medium,0.144.0,019f545e-4f43-7b33-91d1-4c5efbd842bf,258400,True,,5,codex,29,37,1783843893,1784393379,True,2.0,0.0,1,0,3,"{""task_id"":""dependencies-v1"",""answer"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""I"",""J"",""K"",""O""]}",True,True,True,True,True,True,True
2026-07-12T03:28:53.988674+00:00,8,1,dependencies,gpt-5.5,0,True,9.356,27.0,28.0,1.0,1783843892,37.0,37.0,0.0,1784393379,27556,15104,12452,298,176,1,1,6,0,019f545e-ae98-7191-bfa3-49e2c560362e,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-28-39-019f545e-ae98-7191-bfa3-49e2c560362e.jsonl,1,gpt-5.5,medium,0.144.0,019f545e-ae98-7191-bfa3-49e2c560362e,258400,True,,5,codex,29,37,1783843892,1784393379,True,1.0,0.0,0,0,3,"{""task_id"":""dependencies-v1"",""answer"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""I"",""J"",""K"",""O""]}",True,True,True,True,True,True,True
2026-07-12T03:29:23.311587+00:00,9,1,schedule,gpt-5.5,0,True,15.527,28.0,28.0,0.0,1783843892,37.0,37.0,0.0,1784393379,27633,15104,12529,668,547,1,1,6,0,019f545f-0971-7be1-b1da-d508cc606e94,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-29-02-019f545f-0971-7be1-b1da-d508cc606e94.jsonl,1,gpt-5.5,medium,0.144.0,019f545f-0971-7be1-b1da-d508cc606e94,258400,True,,5,codex,30,37,1783843892,1784393379,True,2.0,0.0,1,0,3,"{""task_id"":""schedule-v1"",""answer"":[""J01"",""J03"",""J05"",""J09"",""J12"",""J14"",""J16""]}",True,True,True,True,True,True,True
2026-07-12T03:29:59.935940+00:00,10,1,schedule,gpt-5.5,0,True,22.26,28.0,29.0,1.0,1783843892,37.0,37.0,0.0,1784393379,27617,15104,12513,905,784,1,1,6,0,019f545f-7be0-7412-a174-d48a85db9f13,2,2,False,"[[1783843892, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T05-29-31-019f545f-7be0-7412-a174-d48a85db9f13.jsonl,1,gpt-5.5,medium,0.144.0,019f545f-7be0-7412-a174-d48a85db9f13,258400,True,,5,codex,30,37,1783843892,1784393379,True,1.0,0.0,0,0,3,"{""task_id"":""schedule-v1"",""answer"":[""J01"",""J03"",""J05"",""J09"",""J12"",""J14"",""J16""]}",True,True,True,True,True,True,True
