timestamp,run,repetition,task,model,exit_code,correct,duration_seconds,used_5h_before,used_5h_after,delta_5h,reset_5h,used_weekly_before,used_weekly_after,delta_weekly,reset_weekly,input_tokens,cached_input_tokens,uncached_input_tokens,output_tokens,reasoning_output_tokens,command_executions,agent_messages,event_count,parse_errors,thread_id,rate_snapshot_count,rate_coherent_count,rate_ambiguous,rate_reset_pairs,rate_session_file,rate_session_match_count,resolved_model,resolved_effort,cli_version,session_id,model_context_window,answer,model_verified,tool_count_expected,message_count_expected,model_calls_expected,input_token_in_expected_band,quota_valid,telemetry_valid
2026-07-11T22:38:39.719815+00:00,1,1,aggregate,gpt-5.5,0,True,11.532,21.0,,,,3.0,,,,27752,15104,12648,389,262,1,1,6,0,019f5354-e94b-7d81-b453-dc0eecdc2b20,2,0,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T00-38-21-019f5354-e94b-7d81-b453-dc0eecdc2b20.jsonl,1,gpt-5.5,medium,0.144.0,019f5354-e94b-7d81-b453-dc0eecdc2b20,258400,"{""task_id"":""aggregate-v1"",""answer"":[""north|23|31785|B"",""south|28|50584|D"",""west|21|44336|B""]}",True,True,True,True,True,False,False
2026-07-11T22:39:37.349275+00:00,2,1,aggregate,gpt-5.5,0,True,42.909,21.0,,,,3.0,,,,74465,70016,4449,1817,434,4,1,12,0,019f5355-505b-7480-8c2f-705765ec154f,5,0,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T00-38-47-019f5355-505b-7480-8c2f-705765ec154f.jsonl,1,gpt-5.5,medium,0.144.0,019f5355-505b-7480-8c2f-705765ec154f,258400,"{""task_id"":""aggregate-v1"",""answer"":[""north|23|31785|B"",""south|28|50584|D"",""west|21|44336|B""]}",True,False,True,False,False,False,False
2026-07-11T22:40:01.093701+00:00,3,1,aggregate,gpt-5.6-sol,0,True,8.874,21.0,,,,3.0,,,,27640,26112,1528,232,96,1,1,6,0,019f5356-31bb-7200-85c3-bc2ae51bce0b,2,0,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T00-39-45-019f5356-31bb-7200-85c3-bc2ae51bce0b.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f5356-31bb-7200-85c3-bc2ae51bce0b,353400,"{""task_id"":""aggregate-v1"",""answer"":[""north|23|31785|B"",""south|28|50584|D"",""west|21|44336|B""]}",True,True,True,True,True,False,False
2026-07-11T22:40:18.507801+00:00,4,1,aggregate,gpt-5.6-sol,0,True,9.268,21.0,21.0,0.0,1783817163,3.0,3.0,0.0,1784403963,27682,13056,14626,273,137,1,1,6,0,019f5356-8ea4-7fd3-b330-02aeb4a0e1f0,2,1,True,"[[1783817163, 1784403963], [1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T00-40-09-019f5356-8ea4-7fd3-b330-02aeb4a0e1f0.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f5356-8ea4-7fd3-b330-02aeb4a0e1f0,353400,"{""task_id"":""aggregate-v1"",""answer"":[""north|23|31785|B"",""south|28|50584|D"",""west|21|44336|B""]}",True,True,True,True,True,False,False
2026-07-11T22:40:42.427944+00:00,5,1,dependencies,gpt-5.6-sol,0,True,9.091,21.0,,,,3.0,,,,27436,26112,1324,258,127,1,1,6,0,019f5356-d292-7ab1-96c9-33465fefd5bf,2,0,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T00-40-26-019f5356-d292-7ab1-96c9-33465fefd5bf.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f5356-d292-7ab1-96c9-33465fefd5bf,353400,"{""task_id"":""dependencies-v1"",""answer"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""I"",""J"",""K"",""O""]}",True,True,True,True,True,False,False
2026-07-11T22:41:09.209242+00:00,6,1,dependencies,gpt-5.6-sol,0,True,11.882,21.0,,,,3.0,,,,27435,26112,1323,257,126,1,1,6,0,019f5357-303b-7161-b369-4a8012479cb5,2,0,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T00-40-50-019f5357-303b-7161-b369-4a8012479cb5.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f5357-303b-7161-b369-4a8012479cb5,353400,"{""task_id"":""dependencies-v1"",""answer"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""I"",""J"",""K"",""O""]}",True,True,True,True,True,False,False
2026-07-11T22:41:38.056961+00:00,7,1,dependencies,gpt-5.5,0,True,13.917,21.0,,,,3.0,,,,27546,26368,1178,341,219,1,1,6,0,019f5357-98cd-7c62-91ff-ac7e11f576e5,1,0,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T00-41-17-019f5357-98cd-7c62-91ff-ac7e11f576e5.jsonl,1,gpt-5.5,medium,0.144.0,019f5357-98cd-7c62-91ff-ac7e11f576e5,258400,"{""task_id"":""dependencies-v1"",""answer"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""I"",""J"",""K"",""O""]}",True,True,True,False,True,False,False
2026-07-11T22:41:56.737883+00:00,8,1,dependencies,gpt-5.5,0,True,10.555,21.0,21.0,0.0,1783817163,3.0,3.0,0.0,1784403963,27546,26368,1178,327,199,1,1,6,0,019f5358-0943-7c40-be9b-cd86bcd1aeb7,2,1,True,"[[1783817163, 1784403963], [1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T00-41-46-019f5358-0943-7c40-be9b-cd86bcd1aeb7.jsonl,1,gpt-5.5,medium,0.144.0,019f5358-0943-7c40-be9b-cd86bcd1aeb7,258400,"{""task_id"":""dependencies-v1"",""answer"":[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""I"",""J"",""K"",""O""]}",True,True,True,True,True,False,False
2026-07-11T22:42:28.067218+00:00,9,1,schedule,gpt-5.5,0,False,16.478,21.0,,,,3.0,,,,27630,26368,1262,666,545,1,1,6,0,019f5358-5226-7c03-b4a9-09ab8e1f0c4e,2,0,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T00-42-04-019f5358-5226-7c03-b4a9-09ab8e1f0c4e.jsonl,1,gpt-5.5,medium,0.144.0,019f5358-5226-7c03-b4a9-09ab8e1f0c4e,258400,"{""task_id"":""schedule-v1"",""answer"":[""J01"",""J03"",""J05"",""J10"",""J12"",""J14"",""J16""]}",True,True,True,True,True,False,False
2026-07-11T22:43:08.786704+00:00,10,1,schedule,gpt-5.5,0,True,25.881,21.0,,,,3.0,,,,27630,15104,12526,1103,982,1,1,6,0,019f5358-ccb3-77a2-8beb-d420dcdf78d4,2,0,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T00-42-36-019f5358-ccb3-77a2-8beb-d420dcdf78d4.jsonl,1,gpt-5.5,medium,0.144.0,019f5358-ccb3-77a2-8beb-d420dcdf78d4,258400,"{""task_id"":""schedule-v1"",""answer"":[""J01"",""J03"",""J05"",""J09"",""J12"",""J14"",""J16""]}",True,True,True,True,True,False,False
2026-07-11T22:43:41.852538+00:00,11,1,schedule,gpt-5.6-sol,0,True,18.226,21.0,,,,3.0,,,,27509,26112,1397,494,364,1,1,6,0,019f5359-6beb-7fa3-a8f4-51118e57aab4,2,0,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T00-43-17-019f5359-6beb-7fa3-a8f4-51118e57aab4.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f5359-6beb-7fa3-a8f4-51118e57aab4,353400,"{""task_id"":""schedule-v1"",""answer"":[""J01"",""J03"",""J05"",""J09"",""J12"",""J14"",""J16""]}",True,True,True,True,True,False,False
2026-07-11T22:44:06.987029+00:00,12,1,schedule,gpt-5.6-sol,0,True,10.393,21.0,,,,3.0,,,,27509,13056,14453,375,245,1,1,6,0,019f5359-ed0c-7bc3-90fa-f5fb25f3a46d,2,0,False,"[[1783825346, 1784393379]]",<HOME>/.codex/sessions/2026/07/12/rollout-2026-07-12T00-43-50-019f5359-ed0c-7bc3-90fa-f5fb25f3a46d.jsonl,1,gpt-5.6-sol,medium,0.144.0,019f5359-ed0c-7bc3-90fa-f5fb25f3a46d,353400,"{""task_id"":""schedule-v1"",""answer"":[""J01"",""J03"",""J05"",""J09"",""J12"",""J14"",""J16""]}",True,True,True,True,True,False,False
